ID,n_adults,n_children,weekend_nights,week_nights,meal_plan,car_parking_space,room_type,lead_time,year,month,date,market_segment,repeated_guest,previous_cancellations,previous_bookings_not_canceled,avg_room_price,special_requests,status,guest_type
INN18740,3,0,0,2,Meal Plan 1,0,Room_Type 1,185,2018,5,6,Online,0,0,0,116.77,3,Not_Canceled,Family
INN18741,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled,Couple
INN18742,2,0,2,3,Meal Plan 1,0,Room_Type 4,59,2018,4,28,Online,0,0,0,128.69,0,Canceled,Couple
INN18743,2,0,1,3,Not Selected,0,Room_Type 1,57,2018,12,26,Online,0,0,0,88.4,0,Canceled,Couple
INN18744,2,0,1,2,Not Selected,0,Room_Type 1,21,2017,12,4,Online,0,0,0,77.92,1,Not_Canceled,Couple
INN18745,2,0,0,4,Meal Plan 1,0,Room_Type 1,155,2018,8,9,Online,0,0,0,83.12,1,Not_Canceled,Couple
INN18746,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2018,6,10,Online,0,0,0,200,0,Not_Canceled,Family
INN18747,1,0,0,1,Meal Plan 1,0,Room_Type 1,112,2018,6,2,Offline,0,0,0,90,0,Not_Canceled,Single
INN18748,2,1,0,1,Meal Plan 1,0,Room_Type 1,18,2018,12,30,Online,0,0,0,158,1,Not_Canceled,Family
INN18749,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,9,27,Corporate,0,0,0,115,0,Not_Canceled,Couple
INN18750,2,0,0,3,Meal Plan 1,0,Room_Type 1,86,2018,3,23,Offline,0,0,0,40.67,0,Not_Canceled,Couple
INN18751,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120,0,Not_Canceled,Single
INN18752,2,1,0,3,Meal Plan 1,0,Room_Type 6,70,2018,12,8,Online,0,0,0,156.6,2,Not_Canceled,Family
INN18753,2,0,2,3,Meal Plan 1,0,Room_Type 4,79,2018,4,2,Online,0,0,0,92.65,1,Not_Canceled,Couple
INN18754,2,0,2,1,Meal Plan 1,0,Room_Type 4,35,2018,3,5,Online,0,0,0,97.4,1,Not_Canceled,Couple
INN18755,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,10,24,Corporate,1,0,2,65,1,Not_Canceled,Single
INN18756,2,1,0,4,Meal Plan 1,0,Room_Type 1,64,2018,3,22,Offline,0,0,0,71.83,1,Not_Canceled,Family
INN18757,2,0,2,1,Meal Plan 1,0,Room_Type 1,13,2018,5,8,Online,0,0,0,111,2,Not_Canceled,Couple
INN18758,2,0,0,3,Meal Plan 1,0,Room_Type 1,34,2017,10,7,Online,0,0,0,72.76,1,Not_Canceled,Couple
INN18759,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,6,6,Offline,0,0,0,110,1,Not_Canceled,Single
INN18760,1,0,2,0,Meal Plan 1,0,Room_Type 1,0,2017,9,20,Complementary,1,0,1,0,1,Not_Canceled,Single
INN18761,2,0,0,2,Meal Plan 1,0,Room_Type 1,2,2017,9,10,Online,0,0,0,152,2,Not_Canceled,Couple
INN18762,2,0,1,2,Meal Plan 1,0,Room_Type 4,35,2018,3,21,Online,0,0,0,112.5,1,Not_Canceled,Couple
INN18763,2,0,0,2,Meal Plan 1,0,Room_Type 1,110,2018,4,20,Online,0,0,0,72.8,0,Not_Canceled,Couple
INN18764,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,11,18,Online,0,0,0,111,4,Not_Canceled,Couple
INN18765,2,0,1,0,Meal Plan 1,0,Room_Type 1,17,2018,9,4,Online,0,0,0,138,2,Not_Canceled,Couple
INN18766,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,18,Online,0,0,0,124,2,Not_Canceled,Couple
INN18767,2,0,1,4,Meal Plan 1,0,Room_Type 1,57,2018,12,12,Online,0,0,0,64.67,1,Not_Canceled,Couple
INN18768,2,0,2,3,Meal Plan 2,0,Room_Type 1,92,2018,4,24,Online,0,0,0,97.41,1,Not_Canceled,Couple
INN18769,2,0,2,4,Meal Plan 1,0,Room_Type 2,14,2018,1,28,Online,0,0,0,77.88,0,Not_Canceled,Couple
INN18770,2,0,2,4,Meal Plan 1,0,Room_Type 1,136,2018,7,10,Offline,0,0,0,72.25,1,Not_Canceled,Couple
INN18771,0,2,0,2,Meal Plan 1,0,Room_Type 2,187,2018,7,7,Online,0,0,0,86.5,0,Canceled,Family
INN18772,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110,0,Canceled,Single
INN18773,1,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,100,0,Not_Canceled,Single
INN18774,2,0,1,3,Meal Plan 1,0,Room_Type 1,166,2018,10,6,Online,0,0,0,118.8,2,Canceled,Couple
INN18775,1,0,0,2,Not Selected,0,Room_Type 1,33,2018,11,11,Online,0,0,0,110,1,Not_Canceled,Single
INN18776,2,0,2,3,Meal Plan 1,0,Room_Type 1,4,2018,12,9,Online,0,0,0,90.78,0,Not_Canceled,Couple
INN18777,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90,0,Not_Canceled,Single
INN18778,2,0,1,2,Meal Plan 1,0,Room_Type 1,137,2018,12,9,Online,0,0,0,90,1,Not_Canceled,Couple
INN18779,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65,0,Canceled,Couple
INN18780,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,14,Corporate,1,0,8,66,0,Not_Canceled,Single
INN18781,2,0,0,4,Meal Plan 1,0,Room_Type 1,78,2018,4,26,Offline,0,0,0,75,0,Not_Canceled,Couple
INN18782,2,0,0,2,Meal Plan 1,0,Room_Type 2,23,2018,11,18,Online,0,0,0,91.6,2,Not_Canceled,Couple
INN18783,2,2,0,3,Meal Plan 1,0,Room_Type 1,70,2018,12,8,Online,0,0,0,113.87,2,Not_Canceled,Family
INN18784,3,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,3,4,Online,0,0,0,135,2,Not_Canceled,Family
INN18785,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2017,8,23,Complementary,0,0,0,0,1,Not_Canceled,Single
INN18786,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130,0,Canceled,Single
INN18787,2,0,5,15,Not Selected,0,Room_Type 1,150,2018,7,25,Online,0,0,0,90.1,0,Canceled,Couple
INN18788,2,0,2,2,Meal Plan 1,0,Room_Type 1,122,2017,10,25,Online,0,0,0,89.25,1,Not_Canceled,Couple
INN18789,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,2,3,Complementary,1,0,16,0,2,Not_Canceled,Single
INN18790,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2017,8,21,Online,0,0,0,96.4,0,Not_Canceled,Couple
INN18791,2,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,12,24,Online,0,0,0,71.69,1,Not_Canceled,Couple
INN18792,1,0,0,4,Meal Plan 1,0,Room_Type 1,4,2017,11,4,Online,0,0,0,101,1,Not_Canceled,Single
INN18793,2,0,3,5,Meal Plan 1,0,Room_Type 1,86,2018,4,25,Online,0,0,0,105.4,1,Canceled,Couple
INN18794,2,0,0,3,Meal Plan 1,0,Room_Type 4,3,2018,11,10,Corporate,1,0,5,94,1,Not_Canceled,Couple
INN18795,1,0,0,2,Meal Plan 1,1,Room_Type 1,7,2018,12,14,Corporate,1,5,56,67,2,Not_Canceled,Single
INN18796,1,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,85,0,Not_Canceled,Single
INN18797,2,0,2,3,Meal Plan 1,0,Room_Type 4,31,2018,9,25,Online,0,0,0,94,2,Not_Canceled,Couple
INN18798,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,3,19,Offline,0,0,0,41.43,2,Not_Canceled,Couple
INN18799,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,12,26,Corporate,1,0,6,65,1,Not_Canceled,Single
INN18800,3,0,1,2,Meal Plan 1,0,Room_Type 7,32,2018,5,13,Online,0,0,0,184.99,2,Not_Canceled,Family
INN18801,2,0,1,0,Not Selected,0,Room_Type 1,0,2017,8,10,Online,0,0,0,115,0,Not_Canceled,Couple
INN18802,2,0,0,1,Not Selected,0,Room_Type 1,65,2018,11,11,Online,0,0,0,88,1,Not_Canceled,Couple
INN18803,2,0,0,1,Meal Plan 1,0,Room_Type 1,65,2018,4,13,Online,0,0,0,105.3,0,Not_Canceled,Couple
INN18804,3,0,2,2,Meal Plan 1,0,Room_Type 4,12,2018,6,19,Online,0,0,0,177,2,Not_Canceled,Family
INN18805,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,80,0,Not_Canceled,Single
INN18806,1,0,1,0,Not Selected,0,Room_Type 1,33,2018,10,3,Online,0,0,0,120.6,1,Not_Canceled,Single
INN18807,2,0,0,2,Meal Plan 2,0,Room_Type 1,70,2018,6,15,Offline,0,0,0,109,0,Not_Canceled,Couple
INN18808,2,0,2,2,Meal Plan 1,0,Room_Type 1,30,2018,8,28,Online,0,0,0,111.83,1,Not_Canceled,Couple
INN18809,2,0,1,3,Meal Plan 1,0,Room_Type 1,159,2018,8,1,Online,0,0,0,99.45,1,Not_Canceled,Couple
INN18810,2,0,1,2,Meal Plan 1,0,Room_Type 1,51,2018,11,4,Offline,0,0,0,112,0,Not_Canceled,Couple
INN18811,2,0,0,1,Meal Plan 1,0,Room_Type 2,1,2017,12,19,Online,0,0,0,77.25,1,Not_Canceled,Couple
INN18812,1,0,2,1,Meal Plan 1,0,Room_Type 4,221,2017,10,17,Offline,0,0,0,60,0,Not_Canceled,Single
INN18813,3,0,0,1,Meal Plan 1,0,Room_Type 4,13,2018,2,23,Online,0,0,0,127,1,Canceled,Family
INN18814,2,0,2,2,Meal Plan 1,0,Room_Type 1,175,2018,9,30,Online,0,0,0,87.32,1,Not_Canceled,Couple
INN18815,2,2,2,1,Meal Plan 1,0,Room_Type 6,73,2018,4,3,Online,0,0,0,159.3,0,Canceled,Family
INN18816,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76,0,Not_Canceled,Single
INN18817,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Canceled,Couple
INN18818,2,0,0,5,Not Selected,0,Room_Type 1,77,2018,3,22,Online,0,0,0,77.35,0,Not_Canceled,Couple
INN18819,2,0,2,3,Meal Plan 1,0,Room_Type 1,52,2018,5,14,Online,0,0,0,126.9,0,Not_Canceled,Couple
INN18820,2,1,1,2,Not Selected,0,Room_Type 1,41,2018,8,15,Online,0,0,0,104.99,1,Not_Canceled,Family
INN18821,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,2018,11,9,Online,0,0,0,150.06,1,Not_Canceled,Couple
INN18822,2,0,0,4,Meal Plan 1,0,Room_Type 4,131,2018,9,28,Online,0,0,0,126.36,0,Canceled,Couple
INN18823,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,9,12,Corporate,1,3,44,67,0,Not_Canceled,Single
INN18824,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled,Couple
INN18825,1,0,5,10,Meal Plan 1,0,Room_Type 4,3,2018,5,9,Aviation,0,0,0,110,0,Canceled,Single
INN18826,2,0,0,3,Meal Plan 1,0,Room_Type 4,114,2018,5,24,Online,0,0,0,140.4,0,Not_Canceled,Couple
INN18827,2,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,90,0,Not_Canceled,Couple
INN18828,1,0,1,4,Meal Plan 1,0,Room_Type 1,1,2017,8,31,Online,0,0,0,92,2,Not_Canceled,Single
INN18829,1,0,0,1,Meal Plan 1,1,Room_Type 1,1,2018,1,26,Online,0,0,0,86,1,Not_Canceled,Single
INN18830,2,0,0,1,Not Selected,0,Room_Type 1,53,2018,10,11,Online,0,0,0,108,0,Canceled,Couple
INN18831,2,0,2,3,Meal Plan 1,0,Room_Type 1,21,2017,12,25,Offline,0,0,0,58,1,Not_Canceled,Couple
INN18832,2,0,1,0,Not Selected,0,Room_Type 1,113,2018,7,10,Online,0,0,0,103.5,0,Canceled,Couple
INN18833,2,0,0,2,Meal Plan 1,0,Room_Type 1,317,2018,9,15,Offline,0,0,0,120,0,Canceled,Couple
INN18834,2,0,1,5,Not Selected,0,Room_Type 1,6,2017,8,10,Online,0,0,0,80,1,Not_Canceled,Couple
INN18835,3,0,0,1,Meal Plan 1,0,Room_Type 1,168,2018,8,13,Online,0,0,0,146.7,1,Canceled,Family
INN18836,2,0,0,3,Meal Plan 1,0,Room_Type 1,77,2017,11,12,Online,0,0,0,72.25,1,Not_Canceled,Couple
INN18837,3,0,0,1,Meal Plan 1,0,Room_Type 4,9,2018,7,15,Online,0,0,0,197,1,Canceled,Family
INN18838,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,75,0,Canceled,Couple
INN18839,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110,0,Canceled,Couple
INN18840,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95,0,Canceled,Couple
INN18841,2,0,2,2,Meal Plan 1,0,Room_Type 1,102,2018,10,30,Online,0,0,0,85.05,2,Not_Canceled,Couple
INN18842,2,1,0,1,Meal Plan 1,0,Room_Type 1,8,2018,3,30,Online,0,0,0,128,2,Not_Canceled,Family
INN18843,2,0,2,2,Meal Plan 1,0,Room_Type 2,69,2018,12,23,Online,0,0,0,77.86,1,Not_Canceled,Couple
INN18844,2,0,0,2,Meal Plan 1,0,Room_Type 1,101,2018,11,18,Online,0,0,0,90,2,Canceled,Couple
INN18845,2,0,1,2,Not Selected,0,Room_Type 1,6,2018,12,30,Online,0,0,0,126,0,Not_Canceled,Couple
INN18846,2,0,2,2,Meal Plan 1,0,Room_Type 4,141,2018,4,17,Offline,0,0,0,80.75,0,Not_Canceled,Couple
INN18847,1,0,0,2,Meal Plan 1,0,Room_Type 4,17,2018,3,9,Corporate,0,0,0,75,0,Not_Canceled,Single
INN18848,2,0,2,1,Not Selected,0,Room_Type 1,28,2018,6,26,Online,0,0,0,121.03,1,Not_Canceled,Couple
INN18849,2,2,0,3,Meal Plan 1,0,Room_Type 6,44,2018,6,9,Online,0,0,0,192.9,0,Canceled,Family
INN18850,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,1,8,Online,0,0,0,67.5,0,Not_Canceled,Couple
INN18851,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled,Single
INN18852,2,0,1,3,Meal Plan 1,0,Room_Type 1,52,2018,6,20,Online,0,0,0,99.9,1,Not_Canceled,Couple
INN18853,2,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,4,4,Offline,0,0,0,85.5,0,Not_Canceled,Couple
INN18854,2,0,0,5,Meal Plan 1,0,Room_Type 4,84,2018,10,25,Online,0,0,0,104.4,0,Canceled,Couple
INN18855,0,2,0,5,Meal Plan 1,0,Room_Type 2,5,2017,12,22,Complementary,0,0,0,0,0,Not_Canceled,Family
INN18856,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,22,Online,0,0,0,120,0,Not_Canceled,Couple
INN18857,2,0,0,3,Meal Plan 1,0,Room_Type 1,160,2017,12,30,Offline,0,0,0,70,0,Not_Canceled,Couple
INN18858,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2017,8,12,Corporate,0,0,0,65,0,Not_Canceled,Single
INN18859,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101,0,Not_Canceled,Couple
INN18860,2,0,1,1,Meal Plan 1,0,Room_Type 4,71,2018,10,22,Offline,0,0,0,110.5,0,Canceled,Couple
INN18861,2,0,0,3,Meal Plan 1,0,Room_Type 1,129,2018,8,10,Online,0,0,0,88.01,1,Not_Canceled,Couple
INN18862,3,0,2,3,Meal Plan 1,0,Room_Type 4,1,2018,12,24,Online,0,0,0,128.52,0,Not_Canceled,Family
INN18863,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108,0,Canceled,Single
INN18864,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled,Couple
INN18865,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,11,23,Corporate,0,0,0,67,0,Not_Canceled,Single
INN18866,2,0,1,2,Meal Plan 1,0,Room_Type 1,15,2018,11,7,Online,0,0,0,200,2,Not_Canceled,Couple
INN18867,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,30,Corporate,1,0,1,65,0,Not_Canceled,Single
INN18868,2,0,1,2,Not Selected,0,Room_Type 1,213,2018,8,12,Online,0,0,0,94.5,1,Not_Canceled,Couple
INN18869,2,0,1,3,Meal Plan 1,0,Room_Type 1,196,2018,5,12,Offline,0,0,0,80.75,1,Not_Canceled,Couple
INN18870,1,0,0,1,Meal Plan 2,0,Room_Type 4,1,2018,4,6,Offline,0,0,0,92,0,Not_Canceled,Single
INN18871,2,0,2,4,Not Selected,0,Room_Type 1,85,2018,5,14,Online,0,0,0,109.65,0,Canceled,Couple
INN18872,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,62.8,0,Canceled,Couple
INN18873,2,0,0,4,Meal Plan 1,0,Room_Type 4,95,2018,4,27,Online,0,0,0,82.07,1,Canceled,Couple
INN18874,2,0,2,5,Not Selected,0,Room_Type 1,52,2018,5,7,Online,0,0,0,109.65,0,Canceled,Couple
INN18875,2,0,1,1,Not Selected,0,Room_Type 1,17,2018,7,11,Online,0,0,0,139,0,Not_Canceled,Couple
INN18876,2,1,0,2,Meal Plan 1,0,Room_Type 1,179,2018,8,31,Online,0,0,0,127.8,0,Canceled,Family
INN18877,3,0,0,2,Meal Plan 1,0,Room_Type 4,34,2018,3,25,Online,0,0,0,159.3,0,Canceled,Family
INN18878,2,0,0,1,Not Selected,0,Room_Type 1,35,2018,11,22,Online,0,0,0,79.2,1,Not_Canceled,Couple
INN18879,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,7,24,Online,0,0,0,119,1,Not_Canceled,Couple
INN18880,2,0,0,3,Meal Plan 2,0,Room_Type 1,13,2018,4,26,Offline,0,0,0,96,0,Not_Canceled,Couple
INN18881,2,1,0,2,Meal Plan 1,0,Room_Type 1,157,2018,7,14,Online,0,0,0,121.5,1,Canceled,Family
INN18882,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,2018,3,26,Offline,0,0,0,100,0,Canceled,Couple
INN18883,2,0,0,2,Not Selected,0,Room_Type 1,51,2018,2,26,Online,0,0,0,67.5,0,Canceled,Couple
INN18884,3,0,0,3,Meal Plan 1,0,Room_Type 1,6,2018,4,21,Online,0,0,0,122.16,1,Not_Canceled,Family
INN18885,2,0,2,3,Meal Plan 1,0,Room_Type 1,256,2018,10,16,Online,0,0,0,100.75,0,Canceled,Couple
INN18886,2,0,2,4,Not Selected,0,Room_Type 1,217,2018,8,7,Online,0,0,0,80.75,1,Not_Canceled,Couple
INN18887,2,0,3,5,Not Selected,0,Room_Type 1,7,2018,11,27,Online,0,0,0,76.29,0,Canceled,Couple
INN18888,2,0,0,2,Not Selected,0,Room_Type 1,1,2017,8,7,Online,0,0,0,81,1,Not_Canceled,Couple
INN18889,2,0,2,3,Not Selected,0,Room_Type 1,23,2018,10,2,Online,0,0,0,94.36,1,Not_Canceled,Couple
INN18890,1,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,3,4,Online,0,0,0,116,0,Not_Canceled,Single
INN18891,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115,1,Canceled,Couple
INN18892,3,0,2,1,Meal Plan 1,0,Room_Type 4,34,2018,10,8,Online,0,0,0,170.4,1,Canceled,Family
INN18893,2,0,0,2,Not Selected,1,Room_Type 1,17,2018,9,15,Online,0,0,0,128,2,Not_Canceled,Couple
INN18894,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2018,5,20,Offline,0,0,0,140,0,Not_Canceled,Couple
INN18895,3,0,0,2,Meal Plan 1,0,Room_Type 4,112,2018,5,20,Online,0,0,0,168.3,2,Not_Canceled,Family
INN18896,1,0,1,0,Not Selected,0,Room_Type 5,1,2018,9,26,Online,0,0,0,195,0,Not_Canceled,Single
INN18897,2,1,1,1,Meal Plan 1,0,Room_Type 4,8,2018,9,12,Online,0,0,0,187.55,1,Not_Canceled,Family
INN18898,2,0,0,4,Meal Plan 1,0,Room_Type 4,125,2018,7,5,Online,0,0,0,118.58,1,Not_Canceled,Couple
INN18899,2,0,1,2,Meal Plan 1,0,Room_Type 1,90,2018,3,25,Online,0,0,0,96.3,0,Not_Canceled,Couple
INN18900,2,0,0,2,Meal Plan 1,0,Room_Type 1,191,2018,10,20,Online,0,0,0,96.3,1,Canceled,Couple
INN18901,1,0,2,3,Meal Plan 1,0,Room_Type 1,62,2018,11,6,Online,0,0,0,155.52,1,Not_Canceled,Single
INN18902,2,1,0,3,Meal Plan 1,0,Room_Type 1,18,2018,6,21,Corporate,0,0,0,100,0,Not_Canceled,Family
INN18903,2,0,2,5,Meal Plan 1,0,Room_Type 1,68,2018,2,20,Offline,0,0,0,43.43,0,Not_Canceled,Couple
INN18904,2,1,0,3,Meal Plan 1,0,Room_Type 4,27,2018,3,10,Online,0,0,0,111.33,2,Not_Canceled,Family
INN18905,2,0,1,1,Meal Plan 1,0,Room_Type 1,317,2018,11,19,Online,0,0,0,78.3,0,Canceled,Couple
INN18906,2,0,1,2,Meal Plan 1,0,Room_Type 1,279,2018,10,10,Offline,0,0,0,80.75,1,Not_Canceled,Couple
INN18907,2,1,0,2,Meal Plan 1,0,Room_Type 4,84,2018,8,4,Online,0,0,0,134.1,1,Not_Canceled,Family
INN18908,1,0,0,2,Meal Plan 1,0,Room_Type 1,181,2018,10,11,Offline,0,0,0,120,0,Canceled,Single
INN18909,1,0,0,2,Meal Plan 1,0,Room_Type 1,9,2018,3,2,Corporate,0,0,0,56,0,Not_Canceled,Single
INN18910,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled,Couple
INN18911,2,2,2,2,Not Selected,0,Room_Type 6,8,2017,8,16,Online,0,0,0,153,1,Not_Canceled,Family
INN18912,2,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,9,1,Online,0,0,0,121.35,1,Not_Canceled,Couple
INN18913,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled,Single
INN18914,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,1,8,Online,0,0,0,68.5,1,Not_Canceled,Couple
INN18915,2,0,0,1,Not Selected,0,Room_Type 1,0,2017,8,7,Online,0,0,0,81,2,Not_Canceled,Couple
INN18916,2,0,2,5,Not Selected,0,Room_Type 1,50,2018,11,20,Online,0,0,0,74.8,1,Canceled,Couple
INN18917,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85,1,Not_Canceled,Couple
INN18918,2,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,12,2,Online,0,0,0,117.5,1,Not_Canceled,Couple
INN18919,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72,0,Not_Canceled,Couple
INN18920,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2017,10,8,Online,0,0,0,145,0,Canceled,Couple
INN18921,2,0,0,3,Meal Plan 2,0,Room_Type 4,121,2018,8,18,Online,0,0,0,156,1,Not_Canceled,Couple
INN18922,2,1,2,6,Not Selected,0,Room_Type 1,149,2018,7,12,Online,0,0,0,106.75,0,Canceled,Family
INN18923,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2017,9,19,Online,0,0,0,126,3,Not_Canceled,Couple
INN18924,2,0,0,1,Not Selected,0,Room_Type 1,26,2018,12,21,Online,0,0,0,67.76,1,Not_Canceled,Couple
INN18925,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Canceled,Couple
INN18926,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75,0,Canceled,Couple
INN18927,2,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,22,Online,0,0,0,145,1,Not_Canceled,Couple
INN18928,1,0,1,2,Meal Plan 1,0,Room_Type 1,148,2018,8,26,Online,0,0,0,90.9,0,Canceled,Single
INN18929,1,0,0,2,Meal Plan 1,0,Room_Type 1,64,2018,5,17,Corporate,0,0,0,130,0,Not_Canceled,Single
INN18930,2,1,0,1,Meal Plan 1,0,Room_Type 1,45,2018,8,4,Online,0,0,0,152.1,0,Canceled,Family
INN18931,1,0,0,1,Meal Plan 1,0,Room_Type 4,3,2018,9,22,Corporate,0,0,0,166.25,0,Not_Canceled,Single
INN18932,2,0,2,1,Meal Plan 1,0,Room_Type 1,31,2018,5,21,Online,0,0,0,114.9,1,Not_Canceled,Couple
INN18933,2,1,1,3,Meal Plan 1,0,Room_Type 1,203,2018,9,5,Offline,0,0,0,102.08,1,Canceled,Family
INN18934,2,0,0,1,Meal Plan 1,0,Room_Type 1,18,2017,10,2,Online,0,0,0,82.39,1,Not_Canceled,Couple
INN18935,2,0,0,2,Not Selected,0,Room_Type 1,9,2018,1,14,Online,0,0,0,67.5,0,Not_Canceled,Couple
INN18936,2,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,Not_Canceled,Couple
INN18937,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,140,1,Not_Canceled,Couple
INN18938,2,0,1,4,Meal Plan 1,0,Room_Type 1,97,2017,7,8,Online,0,0,0,76.5,2,Canceled,Couple
INN18939,2,0,1,1,Meal Plan 1,0,Room_Type 1,25,2018,10,10,Offline,0,0,0,95,1,Not_Canceled,Couple
INN18940,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0,Canceled,Single
INN18941,2,0,2,0,Meal Plan 1,0,Room_Type 1,14,2018,9,11,Online,0,0,0,118,1,Not_Canceled,Couple
INN18942,2,0,1,3,Meal Plan 1,0,Room_Type 4,73,2018,9,19,Online,0,0,0,149.4,1,Canceled,Couple
INN18943,2,0,1,2,Meal Plan 1,0,Room_Type 1,70,2018,3,28,Offline,0,0,0,59.5,0,Not_Canceled,Couple
INN18944,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,130,0,Canceled,Couple
INN18945,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115,1,Canceled,Couple
INN18946,2,1,2,2,Meal Plan 1,0,Room_Type 1,0,2018,10,21,Online,0,0,0,106.25,2,Not_Canceled,Family
INN18947,2,0,0,2,Meal Plan 1,0,Room_Type 4,194,2018,10,6,Online,0,0,0,94.25,1,Canceled,Couple
INN18948,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,12,9,Complementary,1,0,1,0,0,Not_Canceled,Single
INN18949,2,0,1,3,Meal Plan 1,0,Room_Type 2,16,2018,1,18,Online,0,0,0,86.25,0,Not_Canceled,Couple
INN18950,2,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,12,23,Online,0,0,0,102.4,0,Not_Canceled,Couple
